GENESIS-Tabelle: 12411-0006,,,,
"Bevölkerung: Deutschland, Stichtag, Altersjahre,",,,,
Nationalität/Geschlecht/Familienstand,,,,
Fortschreibung des Bevölkerungsstandes,,,,
Deutschland,,,,
Bevölkerungsstand (Anzahl),,,,
,,Geschlecht,Geschlecht,Geschlecht
,,männlich,weiblich,Insgesamt
1982-12-31,82-Jährige,72062,161734,233796
1982-12-31,83-Jährige,57604,138961,196565
1982-12-31,84-Jährige,46705,122089,168794
1982-12-31,85 Jahre und mehr,156449,452632,609081
1982-12-31,Insgesamt,29427855,32118246,61546101
1983-12-31,unter 1 Jahr,302822,287393,590215
1983-12-31,1-Jährige,314498,298531,613029
1983-12-31,2-Jährige,314906,299904,614810
1983-12-31,3-Jährige,313137,298520,611657
1983-12-31,4-Jährige,295178,282240,577418
1983-12-31,5-Jährige,293943,279397,573340
1983-12-31,6-Jährige,294537,280265,574802
1983-12-31,7-Jährige,299827,288239,588066
1983-12-31,8-Jährige,295464,283228,578692
1983-12-31,9-Jährige,306153,296204,602357
1983-12-31,10-Jährige,315661,304569,620230
1983-12-31,11-Jährige,352564,338381,690945
1983-12-31,12-Jährige,397333,378759,776092
1983-12-31,13-Jährige,415678,396314,811992
1983-12-31,14-Jährige,468926,445326,914252
1983-12-31,15-Jährige,504463,477253,981716
1983-12-31,16-Jährige,522080,495469,1017549
1983-12-31,17-Jährige,542888,512555,1055443
1983-12-31,18-Jährige,547852,514895,1062747
1983-12-31,19-Jährige,560750,527231,1087981
1983-12-31,20-Jährige,554767,523150,1077917
1983-12-31,21-Jährige,534460,504883,1039343
1983-12-31,22-Jährige,529406,502192,1031598
1983-12-31,23-Jährige,516678,489802,1006480
1983-12-31,24-Jährige,504877,474373,979250
1983-12-31,25-Jährige,486717,454285,941002
1983-12-31,26-Jährige,479005,446300,925305
1983-12-31,27-Jährige,466635,435683,902318
1983-12-31,28-Jährige,447407,422430,869837
1983-12-31,29-Jährige,445093,429406,874499
1983-12-31,30-Jährige,427357,416519,843876
1983-12-31,31-Jährige,434658,421712,856370
1983-12-31,32-Jährige,426323,412998,839321
1983-12-31,33-Jährige,444964,424775,869739
1983-12-31,34-Jährige,447494,420691,868185
1983-12-31,35-Jährige,424131,400710,824841
1983-12-31,36-Jährige,396749,378499,775248
1983-12-31,37-Jährige,364125,349734,713859
1983-12-31,38-Jährige,314599,302870,617469
1983-12-31,39-Jährige,410403,396003,806406
1983-12-31,40-Jährige,423065,402179,825244
1983-12-31,41-Jährige,416914,393026,809940
1983-12-31,42-Jährige,499593,475546,975139
1983-12-31,43-Jährige,539479,513593,1053072
1983-12-31,44-Jährige,532133,507043,1039176
1983-12-31,45-Jährige,501820,478930,980750
1983-12-31,46-Jährige,471525,451394,922919
1983-12-31,47-Jährige,464751,446978,911729
1983-12-31,48-Jährige,453191,436711,889902
1983-12-31,49-Jährige,426904,410593,837497
1983-12-31,50-Jährige,349933,337975,687908
1983-12-31,51-Jährige,350483,343771,694254
1983-12-31,52-Jährige,358959,354688,713647
1983-12-31,53-Jährige,383308,380807,764115
1983-12-31,54-Jährige,374238,374202,748440
1983-12-31,55-Jährige,378691,380577,759268
1983-12-31,56-Jährige,341180,371572,712752
1983-12-31,57-Jährige,319721,386818,706539
1983-12-31,58-Jährige,307995,403396,711391
1983-12-31,59-Jährige,270678,395092,665770
1983-12-31,60-Jährige,264406,393617,658023
1983-12-31,61-Jährige,278049,411954,690003
1983-12-31,62-Jährige,284080,432612,716692
1983-12-31,63-Jährige,274280,432081,706361
1983-12-31,64-Jährige,209501,329738,539239
1983-12-31,65-Jährige,138034,219837,357871
1983-12-31,66-Jährige,132098,210469,342567
1983-12-31,67-Jährige,142184,230816,373000
1983-12-31,68-Jährige,180399,300963,481362
1983-12-31,69-Jährige,222525,379867,602392
1983-12-31,70-Jährige,223252,378066,601318
1983-12-31,71-Jährige,220810,376732,597542
1983-12-31,72-Jährige,201638,350812,552450
1983-12-31,73-Jährige,193101,350829,543930
1983-12-31,74-Jährige,186791,342565,529356
1983-12-31,75-Jährige,171754,325502,497256
1983-12-31,76-Jährige,160631,302494,463125
1983-12-31,77-Jährige,144086,282320,426406
1983-12-31,78-Jährige,134558,254967,389525
1983-12-31,79-Jährige,121140,236390,357530
1983-12-31,80-Jährige,103080,208945,312025
1983-12-31,81-Jährige,89809,193468,283277
1983-12-31,82-Jährige,76086,170234,246320
1983-12-31,83-Jährige,62010,145947,207957
1983-12-31,84-Jährige,48820,123539,172359
1983-12-31,85 Jahre und mehr,163597,479538,643135
1983-12-31,Insgesamt,29305788,32000881,61306669
1984-12-31,unter 1 Jahr,297849,282494,580343
1984-12-31,1-Jährige,301066,285984,587050
1984-12-31,2-Jährige,312639,296978,609617
1984-12-31,3-Jährige,312792,298330,611122
1984-12-31,4-Jährige,311107,296842,607949
1984-12-31,5-Jährige,292923,280431,573354
1984-12-31,6-Jährige,289813,276401,566214
1984-12-31,7-Jährige,290506,277168,567674
1984-12-31,8-Jährige,297174,286182,583356
1984-12-31,9-Jährige,292657,281085,573742
1984-12-31,10-Jährige,303585,294261,597846
1984-12-31,11-Jährige,313174,302576,615750
1984-12-31,12-Jährige,350130,336568,686698
1984-12-31,13-Jährige,395251,377010,772261
1984-12-31,14-Jährige,413781,394607,808388
1984-12-31,15-Jährige,467437,443808,911245
1984-12-31,16-Jährige,502877,475594,978471
1984-12-31,17-Jährige,521263,494604,1015867
1984-12-31,18-Jährige,542904,512554,1055458
1984-12-31,19-Jährige,547680,515549,1063229
1984-12-31,20-Jährige,561754,528396,1090150
1984-12-31,21-Jährige,556094,523819,1079913
1984-12-31,22-Jährige,535648,505338,1040986
1984-12-31,23-Jährige,530783,502918,1033701
1984-12-31,24-Jährige,517624,490333,1007957
1984-12-31,25-Jährige,505776,474737,980513
1984-12-31,26-Jährige,487177,454508,941685
1984-12-31,27-Jährige,478919,446070,924989
1984-12-31,28-Jährige,466069,435268,901337
1984-12-31,29-Jährige,446815,421604,868419
1984-12-31,30-Jährige,444339,428253,872592
1984-12-31,31-Jährige,426620,415006,841626
1984-12-31,32-Jährige,433770,419807,853577
1984-12-31,33-Jährige,425319,411030,836349
1984-12-31,34-Jährige,442886,421920,864806
1984-12-31,35-Jährige,444733,417869,862602
1984-12-31,36-Jährige,420600,397463,818063
1984-12-31,37-Jährige,392595,375557,768152
1984-12-31,38-Jährige,359806,347188,706994
1984-12-31,39-Jährige,309713,300321,610034
1984-12-31,40-Jährige,405798,394009,799807
1984-12-31,41-Jährige,418405,400107,818512
1984-12-31,42-Jährige,411418,390941,802359
1984-12-31,43-Jährige,494139,473687,967826
1984-12-31,44-Jährige,533068,511345,1044413
1984-12-31,45-Jährige,525882,505045,1030927
1984-12-31,46-Jährige,495636,476941,972577
1984-12-31,47-Jährige,465859,449561,915420
1984-12-31,48-Jährige,459260,445023,904283
1984-12-31,49-Jährige,448254,434971,883225
1984-12-31,50-Jährige,421237,408769,830006
1984-12-31,51-Jährige,344546,336246,680792
1984-12-31,52-Jährige,345962,342148,688110
1984-12-31,53-Jährige,354630,352969,707599
1984-12-31,54-Jährige,378417,378985,757402
1984-12-31,55-Jährige,369583,372382,741965
1984-12-31,56-Jährige,373802,378504,752306
1984-12-31,57-Jährige,336447,369469,705916
1984-12-31,58-Jährige,315106,384469,699575
1984-12-31,59-Jährige,303250,400898,704148
1984-12-31,60-Jährige,265957,392204,658161
1984-12-31,61-Jährige,259313,390729,650042
1984-12-31,62-Jährige,272349,408641,680990
1984-12-31,63-Jährige,277692,428744,706436
1984-12-31,64-Jährige,267739,427837,695576
1984-12-31,65-Jährige,204017,326057,530074
1984-12-31,66-Jährige,134137,217087,351224
1984-12-31,67-Jährige,128087,207545,335632
1984-12-31,68-Jährige,137407,227394,364801
1984-12-31,69-Jährige,173792,295772,469564
1984-12-31,70-Jährige,213899,372682,586581
1984-12-31,71-Jährige,213437,370035,583472
1984-12-31,72-Jährige,209891,367654,577545
1984-12-31,73-Jährige,190943,341357,532300
1984-12-31,74-Jährige,181596,339605,521201
1984-12-31,75-Jährige,174490,330273,504763
1984-12-31,76-Jährige,159200,312299,471499
1984-12-31,77-Jährige,147840,288664,436504
1984-12-31,78-Jährige,131390,267711,399101
1984-12-31,79-Jährige,121758,240011,361769
1984-12-31,80-Jährige,108561,220812,329373
1984-12-31,81-Jährige,91541,193423,284964
1984-12-31,82-Jährige,78662,177236,255898
1984-12-31,83-Jährige,65988,154133,220121
1984-12-31,84-Jährige,53102,131035,184137
1984-12-31,85 Jahre und mehr,172586,507695,680281
1984-12-31,Insgesamt,29179721,31869535,61049256
1985-12-31,unter 1 Jahr,298879,285425,584304
1985-12-31,1-Jährige,298478,283114,581592
1985-12-31,2-Jährige,301731,286607,588338
1985-12-31,3-Jährige,313203,297524,610727
1985-12-31,4-Jährige,313400,298869,612269
1985-12-31,5-Jährige,311489,297347,608836
1985-12-31,6-Jährige,291974,279768,571742
1985-12-31,7-Jährige,288887,275881,564768
1985-12-31,8-Jährige,290760,277579,568339
1985-12-31,9-Jährige,297476,286589,584065
1985-12-31,10-Jährige,293002,281472,574474
1985-12-31,11-Jährige,304013,294794,598807
1985-12-31,12-Jährige,313644,303083,616727
1985-12-31,13-Jährige,350744,336921,687665
1985-12-31,14-Jährige,396209,377574,773783
1985-12-31,15-Jährige,415405,395457,810862
1985-12-31,16-Jährige,468505,444393,912898
1985-12-31,17-Jährige,503614,476255,979869
1985-12-31,18-Jährige,522873,496191,1019064
1985-12-31,19-Jährige,544315,514629,1058944
1985-12-31,20-Jährige,550519,518382,1068901
1985-12-31,21-Jährige,565242,530371,1095613
1985-12-31,22-Jährige,559412,525909,1085321
1985-12-31,23-Jährige,539297,507422,1046719
1985-12-31,24-Jährige,534093,504745,1038838
1985-12-31,25-Jährige,520814,491881,1012695
1985-12-31,26-Jährige,508160,476149,984309
1985-12-31,27-Jährige,489143,455564,944707
1985-12-31,28-Jährige,480649,447123,927772
1985-12-31,29-Jährige,467157,436166,903323
1985-12-31,30-Jährige,447721,422311,870032
1985-12-31,31-Jährige,444883,428671,873554
1985-12-31,32-Jährige,427130,415396,842526
1985-12-31,33-Jährige,433926,419879,853805
1985-12-31,34-Jährige,425163,411122,836285
1985-12-31,35-Jährige,442586,421946,864532
1985-12-31,36-Jährige,444116,417513,861629
1985-12-31,37-Jährige,419703,397046,816749
1985-12-31,38-Jährige,391549,375297,766846
1985-12-31,39-Jährige,358715,346794,705509
1985-12-31,40-Jährige,308797,299934,608731
1985-12-31,41-Jährige,404641,393653,798294
1985-12-31,42-Jährige,417037,399708,816745
1985-12-31,43-Jährige,409865,390561,800426
1985-12-31,44-Jährige,492269,473129,965398
1985-12-31,45-Jährige,530595,510690,1041285
1985-12-31,46-Jährige,523162,504231,1027393
1985-12-31,47-Jährige,492800,476055,968855
1985-12-31,48-Jährige,462935,448718,911653
1985-12-31,49-Jährige,456351,443957,900308
1985-12-31,50-Jährige,445151,433785,878936
1985-12-31,51-Jährige,417817,407485,825302
1985-12-31,52-Jährige,341328,335135,676463
1985-12-31,53-Jährige,342726,340912,683638
1985-12-31,54-Jährige,351031,351585,702616
1985-12-31,55-Jährige,374203,377390,751593
1985-12-31,56-Jährige,365084,370750,735834
1985-12-31,57-Jährige,368940,376618,745558
1985-12-31,58-Jährige,331723,367355,699078
1985-12-31,59-Jährige,310290,381927,692217
1985-12-31,60-Jährige,298106,398135,696241
1985-12-31,61-Jährige,260913,389249,650162
1985-12-31,62-Jährige,254005,387770,641775
1985-12-31,63-Jährige,266621,405194,671815
1985-12-31,64-Jährige,271093,424624,695717
1985-12-31,65-Jährige,260757,423173,683930
1985-12-31,66-Jährige,198323,322147,520470
1985-12-31,67-Jährige,129928,214007,343935
1985-12-31,68-Jährige,123945,204443,328388
1985-12-31,69-Jährige,132512,223508,356020
1985-12-31,70-Jährige,167080,290152,457232
1985-12-31,71-Jährige,204662,364939,569601
1985-12-31,72-Jährige,203221,361237,564458
1985-12-31,73-Jährige,198875,357748,556623
1985-12-31,74-Jährige,179893,331017,510910
1985-12-31,75-Jährige,169589,327620,497209
1985-12-31,76-Jährige,161821,317257,479078
1985-12-31,77-Jährige,146558,298217,444775
1985-12-31,78-Jährige,134993,273974,408967
1985-12-31,79-Jährige,118634,252134,370768
1985-12-31,80-Jährige,109076,224210,333286
1985-12-31,81-Jährige,96226,204619,300845
1985-12-31,82-Jährige,80276,177036,257312
1985-12-31,83-Jährige,68107,160690,228797
1985-12-31,84-Jährige,56385,138229,194614
1985-12-31,85 Jahre und mehr,183093,536392,719485
1985-12-31,Insgesamt,29190016,31830458,61020474
1986-12-31,unter 1 Jahr,320406,304715,625121
1986-12-31,1-Jährige,300769,287191,587960
1986-12-31,2-Jährige,300354,284917,585271
1986-12-31,3-Jährige,303465,288236,591701
1986-12-31,4-Jährige,315017,299103,614120
1986-12-31,5-Jährige,314838,300429,615267
1986-12-31,6-Jährige,311724,297871,609595
1986-12-31,7-Jährige,292351,280328,572679
1986-12-31,8-Jährige,290386,277333,567719
1986-12-31,9-Jährige,292324,278905,571229
1986-12-31,10-Jährige,298971,287903,586874
1986-12-31,11-Jährige,294624,282996,577620
1986-12-31,12-Jährige,305615,296049,601664
1986-12-31,13-Jährige,315406,304327,619733
1986-12-31,14-Jährige,353068,338195,691263
1986-12-31,15-Jährige,399393,379234,778627
1986-12-31,16-Jährige,417597,397142,814739
1986-12-31,17-Jährige,470109,445913,916022
1986-12-31,18-Jährige,506050,478865,984915
1986-12-31,19-Jährige,524974,499682,1024656
1986-12-31,20-Jährige,547952,518913,1066865
1986-12-31,21-Jährige,554747,521793,1076540
1986-12-31,22-Jährige,570180,534109,1104289
1986-12-31,23-Jährige,564951,529078,1094029
1986-12-31,24-Jährige,544805,510362,1055167
1986-12-31,25-Jährige,538986,507506,1046492
1986-12-31,26-Jährige,525705,494461,1020166
1986-12-31,27-Jährige,511914,478281,990195
1986-12-31,28-Jährige,492807,457497,950304
1986-12-31,29-Jährige,483558,448934,932492
1986-12-31,30-Jährige,469593,437890,907483
1986-12-31,31-Jährige,449784,423694,873478
1986-12-31,32-Jährige,446538,429941,876479
1986-12-31,33-Jährige,428486,416376,844862
1986-12-31,34-Jährige,435081,420806,855887
1986-12-31,35-Jährige,426017,411857,837874
1986-12-31,36-Jährige,442872,422552,865424
1986-12-31,37-Jährige,444247,417916,862163
1986-12-31,38-Jährige,419561,397359,816920
1986-12-31,39-Jährige,391117,375574,766691
1986-12-31,40-Jährige,358143,346937,705080
1986-12-31,41-Jährige,308369,300046,608415
1986-12-31,42-Jährige,404020,393791,797811
1986-12-31,43-Jährige,416057,399620,815677
1986-12-31,44-Jährige,408721,390452,799173
1986-12-31,45-Jährige,490820,472867,963687
1986-12-31,46-Jährige,528485,510316,1038801
1986-12-31,47-Jährige,520719,503581,1024300
1986-12-31,48-Jährige,490408,475400,965808
1986-12-31,49-Jährige,460456,447991,908447
1986-12-31,50-Jährige,453484,443193,896677
1986-12-31,51-Jährige,442197,432936,875133
1986-12-31,52-Jährige,414595,406415,821010
1986-12-31,53-Jährige,338414,334203,672617
1986-12-31,54-Jährige,339634,339837,679471
1986-12-31,55-Jährige,347494,350313,697807
1986-12-31,56-Jährige,370096,375725,745821
1986-12-31,57-Jährige,360625,369163,729788
1986-12-31,58-Jährige,363969,374647,738616
1986-12-31,59-Jährige,326884,365329,692213
1986-12-31,60-Jährige,305207,379482,684689
1986-12-31,61-Jährige,292865,395369,688234
1986-12-31,62-Jährige,255829,386444,642273
1986-12-31,63-Jährige,248668,384498,633166
1986-12-31,64-Jährige,260625,401455,662080
1986-12-31,65-Jährige,264466,420195,684661
1986-12-31,66-Jährige,253881,418013,671894
1986-12-31,67-Jährige,192773,317987,510760
1986-12-31,68-Jährige,125724,210756,336480
1986-12-31,69-Jährige,119730,200989,320719
1986-12-31,70-Jährige,127503,219212,346715
1986-12-31,71-Jährige,160001,284036,444037
1986-12-31,72-Jährige,195254,356328,551582
1986-12-31,73-Jährige,192647,351682,544329
1986-12-31,74-Jährige,187387,346993,534380
1986-12-31,75-Jährige,168639,320033,488672
1986-12-31,76-Jährige,157915,315043,472958
1986-12-31,77-Jährige,149276,303296,452572
1986-12-31,78-Jährige,133988,283251,417239
1986-12-31,79-Jährige,122409,258517,380926
1986-12-31,80-Jährige,106505,236094,342599
1986-12-31,81-Jährige,97002,207934,304936
1986-12-31,82-Jährige,84534,187822,272356
1986-12-31,83-Jährige,69573,160924,230497
1986-12-31,84-Jährige,58172,144350,202522
1986-12-31,85 Jahre und mehr,194876,567382,762258
1986-12-31,Insgesamt,29285381,31855080,61140461
1987-12-31,unter 1 Jahr,327925,309008,636933
1987-12-31,1-Jährige,319472,303689,623161
1987-12-31,2-Jährige,300608,286395,587003
1987-12-31,3-Jährige,300155,284002,584157
1987-12-31,4-Jährige,303204,287792,590996
1987-12-31,5-Jährige,314086,297380,611466
1987-12-31,6-Jährige,313366,297798,611164
1987-12-31,7-Jährige,312106,296875,608981
1987-12-31,8-Jährige,293116,278955,572071
1987-12-31,9-Jährige,290828,275339,566167
1987-12-31,10-Jährige,292633,277199,569832
1987-12-31,11-Jährige,301145,286043,587188
1987-12-31,12-Jährige,296452,280568,577020
1987-12-31,13-Jährige,306947,291838,598785
1987-12-31,14-Jährige,315696,300176,615872
1987-12-31,15-Jährige,356023,337153,693176
1987-12-31,16-Jährige,398444,377511,775955
1987-12-31,17-Jährige,422327,401668,823995
1987-12-31,18-Jährige,473430,450239,923669
1987-12-31,19-Jährige,505935,483514,989449
1987-12-31,20-Jährige,526358,504520,1030878
1987-12-31,21-Jährige,544313,520039,1064352
1987-12-31,22-Jährige,548385,520061,1068446
1987-12-31,23-Jährige,562521,531481,1094002
1987-12-31,24-Jährige,557278,526207,1083485
1987-12-31,25-Jährige,537447,509818,1047265
1987-12-31,26-Jährige,529105,505715,1034820
1987-12-31,27-Jährige,515401,492164,1007565
1987-12-31,28-Jährige,501676,476448,978124
1987-12-31,29-Jährige,481872,456020,937892
1987-12-31,30-Jährige,474592,449310,923902
1987-12-31,31-Jährige,460616,438249,898865
1987-12-31,32-Jährige,440445,423325,863770
1987-12-31,33-Jährige,434123,422984,857107
1987-12-31,34-Jährige,420364,414365,834729
1987-12-31,35-Jährige,427577,420586,848163
1987-12-31,36-Jährige,421787,414483,836270
1987-12-31,37-Jährige,438730,427744,866474
1987-12-31,38-Jährige,442917,425135,868052
1987-12-31,39-Jährige,423480,402636,826116
1987-12-31,40-Jährige,400945,381039,781984
1987-12-31,41-Jährige,368989,350050,719039
1987-12-31,42-Jährige,315066,300632,615698
1987-12-31,43-Jährige,415440,394944,810384
1987-12-31,44-Jährige,426280,400773,827053
1987-12-31,45-Jährige,418486,391313,809799
1987-12-31,46-Jährige,502808,474057,976865
1987-12-31,47-Jährige,537959,508669,1046628
1987-12-31,48-Jährige,530365,502935,1033300
1987-12-31,49-Jährige,499494,475317,974811
1987-12-31,50-Jährige,469819,448046,917865
1987-12-31,51-Jährige,460194,442524,902718
1987-12-31,52-Jährige,446494,431030,877524
1987-12-31,53-Jährige,420167,405784,825951
1987-12-31,54-Jährige,343124,333447,676571
1987-12-31,55-Jährige,341133,337826,678959
1987-12-31,56-Jährige,348975,348553,697528
1987-12-31,57-Jährige,370324,372721,743045
1987-12-31,58-Jährige,361537,367060,728597
1987-12-31,59-Jährige,363869,372850,736719
1987-12-31,60-Jährige,327004,364132,691136
1987-12-31,61-Jährige,305086,378048,683134
1987-12-31,62-Jährige,290746,392110,682856
1987-12-31,63-Jährige,254067,384176,638243
